playlist_id,track_ids
5043,15916 5769 6577 13243 12043 5892 11817 14709 14561 20532
5044,17355 19597 12358 7121 6252 5038 3487 2831 9279 8201
5047,10067 8932 5736 16589 18940 19340 18490 6154 5110 6943
5052,20314 5545 18486 10839 4510 9919 3684 9563 13187 5536
5054,19997 18116 9317 5973 19505 20036 12507 3564 10089 13180
5056,19995 969 1550 8724 15598 4219 10567 10564 4309 7750
5057,4756 1476 20634 6880 6873 6874 6875 6876 6877 6878
5058,16803 19008 1032 5389 12282 18598 920 4510 10172 3780
5070,9547 17192 4693 18140 2095 10023 12601 15290 11958 3747
5074,11937 10203 5683 17438 10454 15327 19399 9086 9168 9067
5079,12406 14091 15740 4996 18158 10852 19781 11963 18656 19024
5080,16684 5122 7817 4281 1674 14950 5647 968 16535 14758
5087,17669 15913 18156 18275 7026 10377 2692 369 11945 17520
5092,8206 4828 12988 7884 3859 11145 18239 4658 11996 13221
5098,7972 7383 674 8813 648 14663 8767 7464 19665 12639
5122,10291 3719 12033 16921 305 13934 15263 13539 13902 10564
5123,7649 4032 1678 6486 17686 4417 12338 9493 5509 19055
5130,7012 6131 3493 18154 5496 9775 19932 3160 12012 15418
5136,9978 772 2627 8345 3519 2664 16369 3892 6109 18653
5151,2811 20141 13561 5997 12707 17786 15499 6015 18493 14608
5156,10358 9257 10308 10379 9231 2081 6776 8610 14738 2086
5158,19560 20403 7455 4551 10135 19022 20056 10863 2850 16468
5159,20327 13971 15725 2436 10041 1899 7154 14344 9442 12935
5161,3392 16466 8683 5647 14758 16535 10894 16946 13399 20407
5162,5859 16923 16309 9061 14182 7119 18851 6600 10743 12750
5164,3171 17925 20425 4044 16642 19590 16632 12314 2559 13259
5167,13552 18583 7979 11898 5132 7417 11553 6410 4325 5587
5172,13861 18339 10975 405 4865 11573 1502 7076 14037 6466
5177,1655 7387 6914 20085 20634 6878 6873 6874 6875 6876
5178,5201 14533 13340 17998 8664 10078 13873 19564 1758 9116
5179,9467 17656 19022 3326 6878 6887 6873 6874 6875 6876
5182,5087 11985 8281 17190 14407 13887 18809 6873 6874 6875
5183,8644 14585 1213 17546 8815 470 6422 16423 425 4288
5187,17525 2698 12783 5905 3392 20282 20279 3727 1532 782
5189,19740 18940 4111 4363 8972 14866 14227 13803 5098 12232
5191,7868 1252 10955 12457 12709 2343 10627 12579 1698 724
5193,3719 14867 15607 18826 11343 6505 10602 2293 18374 18340
5194,17246 13053 1072 2875 15426 19969 18579 1236 1356 17741
5199,6581 18661 15913 16293 16921 3719 8698 2097 7547 5061
5203,17982 4014 6373 6971 10089 13180 3564 6433 8835 8437
5205,3932 11366 7119 16923 16309 18851 14182 1774 156 5233
5211,12639 16905 15873 13624 17487 17649 17405 5621 1111 2698
5219,11158 17982 20314 10521 8004 6534 4594 3684 18312 14709
5230,16969 8019 8868 15464 16766 8367 17768 10507 17268 19001
5233,1963 15440 9306 4480 2067 1398 873 10264 9705 778
5235,10408 19437 6694 12342 9962 5694 14065 17701 6837 5180
5236,4337 6386 2847 6625 5524 15626 16650 17812 19841 5091
5241,8610 3392 20433 6486 15150 18486 14306 387 6914 11485
5247,8360 20295 10213 154 2263 9211 14306 14608 4288 12510
5249,18940 15358 5781 20345 10023 12250 11958 13812 1943 15290
5261,8906 12720 9665 4285 4568 19023 13205 2769 17631 11944
5263,13090 532 15078 5460 20070 20321 7246 3949 17449 17921
5268,14262 3183 886 9926 20238 18856 9620 12868 16342 8137
5270,1403 6431 9038 117 12089 14556 17803 18225 12815 9580
5274,10470 9093 16316 9019 20027 11794 7208 13734 15502 19486
5275,7551 18357 10971 5022 2062 11741 20601 16976 17529 4857
5280,6169 19638 18545 1042 11518 4180 17944 5947 15982 18826
5284,8426 10838 7578 3602 12466 18956 10654 20634 6878 6874
5285,7397 13551 15926 8412 8464 14777 15680 16698 15 14077
5304,14751 9261 10992 17835 6879 6880 6878 6870 6881 6876
5307,19302 3701 15183 4339 2859 8648 15674 12750 10743 15466
5308,10691 8515 5815 10951 14858 8201 444 9279 13156 4177
5316,15355 17411 14407 13203 13887 18809 16257 1206 1961 8232
5318,18303 18987 15651 9093 11976 16225 1828 13113 18981 12742
5332,9290 19606 11793 6651 12314 19878 2559 20571 12299 14724
5334,13947 4297 14933 3124 9158 6878 6873 6874 6875 6876
5337,7936 1653 6606 8600 16227 10008 16087 15270 1701 5110
5350,6154 6348 5110 16087 9231 14033 11074 1590 7464 18845
5359,19382 16072 10818 17442 17192 13862 5769 14318 7904 405
5364,314 1626 11457 15970 20105 4931 7960 14348 13981 12855
5369,20515 1197 16475 6880 5089 5666 9910 10808 4752 13700
5371,2047 3720 10408 8502 6606 5400 2431 18127 5736 393
5379,12975 2978 7199 19004 15563 15722 16891 13675 17734 10308
5380,19205 6197 2186 2392 2906 10410 3963 15633 6456 6182
5387,9259 3440 4658 11145 14106 11027 5856 19383 17519 18466
5393,15322 5012 9606 18758 9246 2551 13875 17635 3183 6257
5395,2081 18283 12468 17355 5666 13700 10808 4752 18916 15308
5411,17464 15826 1970 16461 16685 15105 8091 17141 979 9026
5414,18739 2086 19280 3238 16969 8019 5647 3347 16535 1987
5419,8045 6451 19961 19652 20634 6878 6872 6873 6874 6875
5420,20084 9526 9503 2129 5251 18637 9397 11693 19704 20572
5426,12065 1852 6021 1550 10011 16687 15826 13873 1970 19564
5431,10995 15184 15348 14469 8347 3229 10619 11141 11205 14167
5438,16072 10691 519 14128 13844 16818 3381 5656 9392 14604
5442,14930 4458 14400 2745 1796 7878 1786 19781 2755 8357
5444,2656 18940 5309 14556 117 12089 13243 17363 3535 6925
5446,10074 20099 15916 9801 15594 11928 18205 18642 3293 999
5450,8699 10807 1643 12516 18627 3177 17523 19551 4069 19449
5452,5435 7788 5188 15290 13812 10023 3747 12601 1943 13798
5453,17982 17208 4225 11141 5715 5947 10619 272 19302 16144
5459,10966 20061 2115 14730 8040 8610 680 4910 17762 15681
5466,14227 2444 3709 4261 17964 1762 8720 18424 3804 16847
5467,5267 17411 8502 17002 4436 725 4309 6092 17464 15826
5469,20021 9049 8387 2743 8575 8469 8916 5976 19029 19370
5472,9368 14730 13769 17839 11907 15769 17868 1658 6326 19918
5480,1133 14249 12587 10022 2755 11775 20056 15247 16225 370
5488,16474 15017 9224 3089 2899 3281 229 12450 3099 3741
5491,8498 3392 19674 5092 16173 6085 4312 16339 9380 2179
5497,20425 14608 1085 11664 425 963 1405 16994 4288 648
5503,51 18294 10722 9864 7530 6488 15310 3901 14937 13291
5506,19668 16503 4979 10537 3 13758 6875 6871 6872 6873
5509,5769 7301 19513 3485 10294 12089 1992 14556 117 17438
5513,19078 12815 3160 6301 17327 9498 3597 8672 6223 18755
5529,13600 12709 1698 4066 13016 18176 340 19796 10855 5793
5531,8189 3002 19302 12910 17634 14024 12940 9163 13597 6405
5532,8887 1213 19414 8232 12663 1857 16817 10132 8522 9698
5539,14012 19997 20131 11006 2404 3094 17068 2424 14253 12316
5547,18265 724 13798 19973 3826 1181 18425 1441 2918 17966
5548,4985 14297 5635 19161 6571 7773 10271 8792 19799 3845
5553,3313 3974 12565 11963 6265 1772 10237 11627 2081 17944
5555,5901 14313 16262 7814 7325 835 6879 6874 6875 6876
5557,7081 8558 17746 14797 19280 1252 17982 2989 11666 3751
5564,13331 2203 17957 2039 7863 11512 6310 11740 991 3577
5569,20425 16232 1512 15354 6599 18440 9513 12717 10105 18227
5570,5122 4328 42 8956 5978 15314 4460 4444 14395 8229
5576,10699 3257 7946 20425 10723 18349 11155 13990 9034 13006
5577,10864 17303 9025 7055 911 2179 3633 5384 12095 2914
5579,6556 6014 17954 9234 8968 20032 19010 17631 4568 19023
5587,9594 18382 8784 3427 18057 2186 2392 15543 10926 16861
5588,15229 20200 8644 3729 10912 6333 4389 11693 19704 5735
5590,14175 3766 11001 2777 8118 8367 6977 2948 6810 19211
5596,5606 12639 5197 5939 16905 15873 4850 13624 2298 667
5599,2723 15199 360 11779 16910 8822 4083 12693 7647 16690
5602,5545 8727 4171 9107 13497 2870 11496 14249 5359 1276
5604,17649 1111 17405 14826 17983 6370 8050 10458 10417 1714
5610,11985 6916 17186 1587 4510 6906 14608 4288 12639 425
5618,7649 4858 5735 19055 8724 10776 13971 1899 13368 1069
5625,14401 18612 6066 2906 15543 2186 2392 6197 3919 18057
5627,11633 20001 8367 10706 18412 9638 1076 7640 1385 5228
5629,5859 15149 4756 6391 4337 7321 5412 5147 2393 9436
5637,13439 1442 17333 16632 19606 16100 8391 17827 5509 4417
5638,19597 16659 12325 3308 17415 13899 10794 8689 11433 19771
5667,12213 15150 6220 14824 1678 17025 12910 4857 5947 5893
5670,20425 8367 18656 15464 16642 13642 12314 13002 14597 2756
5671,20536 3799 10346 19038 830 5006 15466 6600 3698 2812
5675,7622 19781 17411 7987 4263 9790 19370 8469 7466 9096
5676,8032 6931 6856 9843 3768 9151 9340 10426 3228 15667
5684,9916 17545 11744 3996 8152 1372 18161 13312 19773 7744
5685,17192 2623 13461 17606 20338 6879 6874 6875 6876 6877
5686,8678 15324 11996 11145 9281 17091 16650 17812 6579 13960
5689,15320 5735 4858 16475 5089 6880 1197 18401 13671 18058
5692,17982 393 15077 16126 11302 17738 2075 8879 3474 10738
5700,7865 4553 12175 5496 14201 1772 5874 16586 15276 8550
5704,14608 425 20099 9663 4278 11779 3974 6265 17857 9320
5714,747 2024 6794 17768 10507 12584 6648 15400 19589 12162
5721,876 6506 1680 5388 14978 15584 18841 5524 15626 6625
5729,8118 8367 10399 17965 2048 19889 12987 3514 6879 6875
5737,5976 8469 11400 20620 3330 13413 2286 5787 1850 17287
5746,1574 8349 18987 9093 8484 11473 7552 20634 6874 6875
5761,16612 17631 13205 12717 7058 6599 19704 2769 4389 9513
5763,17839 9056 8724 15769 7273 10567 5647 16535 12510 14608
5765,11633 822 19451 1877 13223 1403 102 9550 7888 4026
5766,2792 10738 18940 6697 6154 16227 1300 10379 9257 6408
5767,9592 17896 13771 3974 17990 15916 13129 9211 5947 19302
5773,5606 12639 1930 6602 625 16541 20628 10 13918 19665
5781,10037 17392 3766 19974 2777 11001 14175 9342 6841 9488
5787,14400 6169 17396 12994 7456 3392 17897 18656 16642 9303
5792,6197 2186 20121 15543 2392 15627 10002 8823 10257 909
5795,6265 1327 2081 19160 3542 14738 963 20156 10417 3514
5797,17897 725 4903 4436 16998 1486 11568 19504 17193 7583
5803,14033 18275 14904 5925 1656 10172 4079 1412 9843 9107
5808,12815 13798 10583 11510 9949 15252 2711 17803 5570 18225
5809,6169 18140 16277 14993 3974 18826 10602 6880 6874 6875
5812,7899 16483 15622 272 16818 12934 8425 5715 19630 2989
5816,5249 18649 4393 16820 1719 15 16698 8464 1975 2930
5818,7360 10027 18489 20634 6880 6874 6875 6876 6877 6878
5823,920 4510 914 3483 10884 17888 13398 12639 5606 17519
5825,1452 8916 19491 17685 5432 16801 10721 18142 9171 9977
5833,15320 8116 1323 2182 6734 18852 874 2479 19910 19646
5842,18154 17731 4681 9906 13784 10172 9127 2 18598 4558
5843,19078 13002 16954 8724 19055 12314 398 8435 17419 18097
5849,19730 3197 12781 11057 20634 6880 6875 6876 6877 6878
5853,4458 8934 3627 20425 2907 15231 769 15558 8580 4692
5854,12670 8142 14253 7528 13824 394 18174 6858 6881 6875
5860,6357 19064 12651 12639 648 5606 778 11959 18716 10070
5868,13036 13576 6982 17545 693 15231 57 5911 8313 14482
5870,13771 1850 8890 13941 2286 7021 3330 6873 6874 6875
5872,5418 2252 3097 12935 19029 6101 7399 12974 9998 9965
5876,17897 13259 17528 8580 13542 4288 12639 14608 5606 425
5877,20101 15320 9715 835 16262 18760 2466 2700 12510 648
5891,13527 15320 7649 10838 12466 10654 3602 18287 18956 19505
5893,3392 14417 769 20327 7761 15970 11850 4931 11457 314
5895,12674 8517 14453 16626 19921 13477 3658 11798 9659 5469
5897,16159 16873 5663 756 8227 12215 9331 13846 3666 8401
5910,11078 17952 15320 5715 272 11749 3804 16847 8361 477
5920,6265 16847 9300 11749 7576 11196 7493 12632 12355 8010
5925,11373 12262 6411 18088 14885 8035 12425 13691 18487 4000
5935,5545 4687 19953 16420 15314 5978 8956 4460 8229 4444
5936,16277 9685 3598 11724 8916 1452 6178 4731 689 1764
5938,12941 11510 17778 3769 7865 18645 12712 14370 10725 20442
5945,14346 10264 2067 873 7267 13959 5997 12707 6015 17786
5950,17355 19638 4016 9569 13642 3896 13780 9550 14738 8727
5962,9143 3537 5925 10503 18995 8890 15716 11573 405 7904
5965,14160 2497 11993 16760 18381 16249 5460 15078 532 14957
5966,16466 18486 10976 7762 17983 3780 14178 11744 1372 3996
5969,19280 18207 11520 16331 2 15626 968 5524 7465 12154
5970,16612 17017 1550 11366 8215 3073 12065 4186 8058 3885
5972,4393 9309 9105 8058 16760 18381 4186 3885 10391 11490
5974,3631 17545 3392 3483 17888 19904 10066 7592 17333 16883
5976,7647 16690 18129 19823 125 4376 7404 9118 14688 702
5980,12493 14433 8767 648 2854 13888 20375 12639 20260 9490
5981,7133 5540 14580 15706 20071 11211 12179 12919 18171 6882
5999,5890 5911 8313 14482 10699 4379 3257 7765 7946 6153
6020,18305 11424 157 8164 19472 4007 8832 2847 10632 5420
6026,7925 5799 8767 5606 648 5030 11744 3996 1372 8152
6027,9409 8907 9368 9623 6281 11819 15833 12121 10202 19234
6028,8932 18154 2615 1372 18161 8152 19254 3747 10920 12250
6034,2792 4128 19558 393 17192 7352 245 4960 5125 3697
6035,9303 11518 4032 7339 6169 4044 4492 12314 734 2559
6036,10527 7803 4686 6923 18417 1841 9510 20457 18185 17221
6045,7474 20478 4707 11970 3535 1830 3968 11722 1901 15220
6051,19426 7176 17192 16684 7817 17287 5122 14384 19302 12910
6053,8680 17192 18995 13913 9143 6884 6876 6872 6873 6885
6059,6410 17010 11835 5054 7640 14881 14785 6260 7979 2652
6062,19606 17982 4359 6764 10957 1591 20051 2002 1605 13094
6065,11919 7853 9529 16339 5856 1628 1004 11212 8868 10839
6066,15434 3551 3884 20634 6880 6873 6874 6875 6876 6877
6067,19236 17303 9689 20618 7947 2914 2317 2179 3633 17487
6080,2886 17990 11173 17258 4180 11715 19339 142 12709 15006
6086,2494 7478 13158 2273 15124 13076 10283 4577 5711 2432
6101,3826 19973 1181 12783 1149 18874 15771 18401 5089 6880
6102,11578 10191 14400 17325 3171 11518 11775 10022 2665 13259
6108,12909 15809 1199 10377 369 2692 4506 5093 7823 7104
6118,11779 5483 986 7647 4393 16690 9309 18706 19384 6543
6125,16721 19362 4679 6169 8367 17405 17649 5621 17487 13642
6136,11301 16932 15320 10213 7573 17392 17057 16007 17345 11145
6149,8142 13824 12529 5751 17593 7301 387 9211 13665 9021
6161,13187 8837 19132 3564 6971 12507 3077 6435 14604 9392
6162,5859 14993 56 5947 12709 17258 1698 142 19302 5091
6163,3002 991 7863 10016 20359 11512 4128 10738 2792 4034
6167,3985 7319 3552 3831 2182 15206 20345 15722 16342 4725
6168,18940 4147 15006 15684 6878 6872 6873 6874 6875 6876
6170,8506 8357 4458 16315 7481 1071 8161 17834 13653 19414
6185,7751 19195 14081 19190 10891 11287 11425 16385 5973 18116
6195,15309 4393 13418 9309 19645 1681 6522 104 16199 16630
6196,17246 4597 16212 12691 6855 6856 6874 6875 6876 6877
6216,580 16850 20487 3229 4079 2126 19858 19567 1531 2120
6219,4510 4309 1587 6092 19796 16303 15999 10855 340 9638
6220,10583 20354 1513 9038 17803 5570 18225 17967 724 13798
6221,7012 15716 10017 17868 8557 15252 8890 13053 16658 15875
6224,19166 18903 3915 12854 2419 8074 15596 7932 17354 6811
6237,8016 17901 14738 12651 19064 2081 8968 18893 9234 19010
6238,3701 15348 7899 19026 15929 4087 1156 1192 19634 15624
6249,13798 20266 3625 8731 17526 8794 8847 16746 15098 8550
6258,19166 7133 13551 18074 8412 15926 11101 11070 7397 1899
6263,18565 11432 1125 10050 7597 648 8767 5606 7765 3257
6265,15862 1275 4201 1279 3130 5928 7456 7021 14724 8288
6266,19953 10417 963 4687 16420 20156 17857 1163 9320 15146
6269,1678 8367 5128 1796 19110 6533 8118 11633 1656 3896
6288,8297 15543 2392 6197 19205 5844 14133 5850 6018 5415
6304,5874 11513 15938 2076 13056 2820 4123 15587 3010 20285
6345,6856 10232 17229 18533 8767 648 12639 14346 5621 17405
6350,4032 5330 20050 580 20101 12232 3631 10564 5443 11025
6352,648 20425 17411 16486 7301 5122 16690 7647 10172 17186
6359,9 15320 1327 6265 9663 11943 19339 12709 13642 963
6367,15099 11885 1513 10583 7199 15885 117 12089 14556 6223
6368,296 342 1116 19911 3339 7448 455 14117 18627 1899
6375,5647 16535 9663 20515 7325 9715 835 16262 12414 5725
6382,11578 16466 17325 16486 20268 3089 3099 3378 3281 2899
6392,725 4436 15333 18905 8136 15413 18919 3644 15930 6242
6399,42 14395 15314 13988 8058 9105 14591 4186 7693 18783
6401,19320 18363 20260 5108 2997 14581 12692 2698 17525 15314
6411,6896 2186 8297 10926 15543 20121 2392 6197 19444 5415
6416,13459 2561 6879 6873 6874 6875 6876 6877 6878 6881
6417,14797 1840 12765 13838 8835 4594 3684 12043 19624 14709
6425,1981 14827 11604 514 16501 580 3719 6879 13113 3195
6426,12706 8367 9637 3537 11578 1655 3542 8610 2197 19160
6427,13852 19280 200 20099 10433 5715 14128 272 519 16420
6429,12886 10966 18063 14612 15329 1686 4177 16731 10436 914
6432,8142 13824 20314 4810 7000 13155 16465 18285 18854 18205
6434,15670 13918 8481 9712 6475 11366 5453 16381 2845 778
6436,19638 17920 5152 17649 17405 17487 5621 1815 18916 1163
6456,747 2688 12654 6809 9587 16405 881 10536 1985 18667
6457,20501 17469 4359 11758 14022 20579 18669 15929 13129 5736
6463,648 12639 15464 17897 11699 12262 8035 13691 18088 12425
6464,6219 10433 17512 7611 11158 17208 19302 4014 17363 16417
6468,15354 9009 12867 9651 5773 10436 20036 20063 2071 6088
6493,20501 11380 17803 5260 5355 18225 8731 19615 5237 1864
6495,2886 10074 9978 12284 772 11817 12043 20230 5892 6496
6497,10087 4179 3497 11693 6333 4389 19704 4579 3740 19953
6501,20314 16486 11633 2948 6810 19211 12891 164 10172 6323
6502,4548 4867 7853 9529 5282 3940 4665 10570 9138 14363
6505,8724 479 4384 2864 16535 3347 5647 11791 5294 13869
6507,2212 6963 19656 18382 4185 9594 19142 13603 19581 16549
6510,14249 425 5359 14608 4288 648 12639 10458 8050 8843
6513,20218 18857 9623 17463 12708 6281 11998 16742 19039 3960
6516,3660 17983 17516 3780 10073 2789 2485 10743 12750 9903
6519,10966 7762 272 5715 10976 3383 11277 11370 18769 16038
6521,17729 4464 6571 3845 6337 18597 8792 5635 19799 11395
6523,5545 3130 4422 18940 9231 9257 11882 8709 18944 6776
6526,5152 16486 9569 1327 7176 18598 4510 10172 920 10487
6538,13090 20571 19878 8506 8357 17853 8927 2195 5106 1741
6540,5663 17469 17355 5787 13413 5359 181 14249 3892 17268
6541,11131 10420 9960 14008 7033 19214 5422 2151 16163 18358
6550,15228 5197 5939 15440 4480 9306 16760 13087 9105 8058
6551,14822 15875 5781 10017 20345 14556 117 12089 1992 3242
6569,18786 17897 11446 16725 9434 11568 12906 17193 6871 6872
6571,17325 11510 16098 5330 19320 20425 12314 725 13002 4436
6572,1919 18138 17510 11600 9333 12049 14308 19924 1521 15068
6578,10417 963 4067 5794 20156 1331 8866 13697 410 12995
6579,20241 6247 9919 2870 13187 3383 18769 7646 11277 20131
6588,14157 10067 6154 8999 6697 10984 1194 6104 8173 250
6600,12299 14724 17997 2970 10502 8798 6937 19317 6464 80
6611,19878 8570 16796 9477 20085 1852 19075 2755 20408 5833
6618,13129 1678 20578 8472 11164 14583 11648 13624 15873 4850
6619,11715 20634 6880 6874 6875 6876 6877 6878 6879 6881
6628,19606 10957 19908 18916 18319 2485 1815 12472 9498 3597
6632,303 13564 11554 13428 340 19796 5793 10855 15999 13402
6633,13657 2501 17405 1111 17649 5621 17487 18848 10806 18795
6637,19280 11158 17868 14297 13022 4985 3160 12868 11604 14827
6641,5545 20422 17901 8868 5724 9159 8050 6841 16969 8019
6643,9333 17510 11600 15640 1026 4162 2536 12 19479 14597
6650,17982 7868 4359 16675 3006 6367 6826 16697 13740 5778
6654,15399 2166 4180 6041 6689 5766 6663 14664 805 16061
6658,14117 18627 4566 12622 19071 15410 13731 222 7463 2349
6661,11057 13002 13259 18191 12314 5647 3347 16535 17008 9510
6664,9594 10657 8823 2392 15543 2186 6197 10926 16861 18057
6672,3892 181 2664 5212 2049 10346 19038 16142 3799 5006
6677,6006 12851 15235 9157 4592 13627 6880 6875 6876 6877
6679,19457 10360 8117 551 13689 15431 19602 5235 5422 10420
6686,829 11688 10584 18011 9834 20579 5290 7160 17641 12416
6687,1252 9792 13066 19244 13094 1591 2002 18836 20051 2272
6690,10984 6348 20088 19112 11469 17608 18448 11670 2274 4581
6691,1794 19781 1550 16172 2016 11959 5453 10070 16381 2845
6692,5252 3535 6925 16621 14848 793 19775 3035 5654 1156
6695,14904 20314 15688 10968 17061 3666 13221 5023 3859 3704
6699,8628 4725 7379 15511 9339 6281 10768 1328 2700 10346
6711,3047 16181 17131 9279 8201 14488 8172 426 2489 8020
6717,6629 18623 5171 2756 16891 19043 9960 14008 5422 10420
6725,2559 6261 3139 4532 5152 19480 17979 20014 18913 6708
6729,7104 9458 20438 9441 7117 1232 4334 7540 19382 4980
6730,12297 56 16589 1386 10201 4111 6104 6695 9508 7904
6731,6265 81 12620 20018 13642 10884 11943 914 748 17961
6734,17279 13810 10951 7463 10591 6918 4566 19071 13731 2349
6735,18349 11155 9180 1459 1655 17897 1852 6325 4903 6829
6738,6697 10291 3392 12299 13640 1968 11620 8696 8775 7765
6740,19004 12089 117 18758 17635 9606 13875 15099 11885 7427
6751,6503 2981 4073 15246 6371 4267 17158 8107 11363 743
6754,9580 10583 1772 5570 15185 724 15252 502 18852 10445
6755,2024 728 18535 8099 1725 19865 1720 4383 8826 5414
6757,5267 20459 1852 18773 569 20405 7990 18844 13817 4747
6758,11633 9741 8659 142 17258 13784 2 12940 14024 17634
6760,17285 6154 20130 6943 13209 9405 5907 19158 5145 5783
6764,17967 8859 3072 9996 18953 3113 10111 13056 19845 3010
6773,2095 12931 250 2792 15616 9249 10738 12507 3564 13180
6780,15270 1300 6697 8932 5267 5925 13771 8635 9257 13934
6787,12282 5656 3381 238 19756 9278 2172 3105 9400 10512
6791,1643 19528 1745 13550 13087 17961 1452 4965 748 8916
6796,17285 17401 30 14898 12702 20375 16617 4388 15616 2854
6797,15603 1564 10101 11551 12050 2450 15431 11477 1447 3122
6801,238 12282 16423 11664 6399 3984 18787 16559 8191 1085
6805,11792 17969 2325 12983 7593 6092 8288 3330 20056 6230
6816,12724 3769 7199 1348 1147 19609 753 10805 9606 15988
6818,11145 11996 6620 5171 19043 8019 19001 17268 16969 16208
6830,11633 19641 9550 102 8516 14155 10611 6877 6874 6875
6837,958 7693 3393 4480 19384 9306 15440 18706 6543 1398
6839,9392 17247 3077 6435 12574 10074 2884 8894 3821 18125
6844,9211 5663 10308 8610 6092 102 13784 4309 2 2018
6857,17280 6186 18583 19342 15706 17993 4130 20071 10019 12919
6863,5736 18940 6943 20130 19262 5631 9098 12469 942 5553
6870,11027 18141 17982 20099 5856 10475 5715 272 19359 9149
6874,1812 6891 6874 6875 6876 6877 6878 6879 6880 6881
6878,2397 13736 17303 20425 6869 4774 10521 16959 15666 6682
6879,4123 3010 12691 9438 3552 5769 5984 7687 9948 6192
6883,12449 10146 9926 822 3552 2219 4940 1960 20579 18265
6885,9961 14401 8784 6963 19656 13100 6523 6858 6879 6854
6892,13625 18265 6598 5496 6734 13798 16415 2182 15322 9655
6893,16090 6931 10200 18319 9258 16965 17201 18608 3033 2099
6894,11520 15916 16536 19339 4716 18643 12709 7033 9960 5422
6901,393 14318 5925 5098 15613 18822 4346 5193 16433 1588
6903,11779 16612 3729 5233 13440 156 16690 11775 14151 4579
6906,19193 6439 10627 6063 19357 12384 11573 9508 405 7904
6912,10910 5054 15783 10133 14881 16685 15105 16461 8091 9236
6915,3542 3130 1199 13418 13187 9919 8610 10308 15309 13026
6917,5314 11635 11627 17463 8347 3229 12708 5044 19406 10043
6922,3632 10379 6776 8709 9231 7904 11573 405 9508 5413
6923,8367 8610 14738 2081 10308 11993 14160 6794 19202 10507
6929,17325 6620 20571 19878 11775 3631 10022 5536 1970 5030
6935,1232 12213 19220 14911 3329 11768 5441 30 12702 10968
6951,1189 16891 20634 6880 6873 6874 6875 6876 6877 6878
6953,3460 8488 7111 1635 12414 17961 14758 748 16535 1061
6968,16503 18376 11719 2244 1313 15392 1835 4361 3206 10145
6969,9913 10953 14668 13265 10419 14585 362 4044 11518 17920
6977,3565 11572 9741 20578 2485 19908 13824 13622 394 13817
6980,3392 10579 16466 10225 5523 11353 10686 3771 9380 5593
6981,10957 10644 19362 11518 19250 734 7478 5443 11025 17390
6995,20319 18339 2656 19112 10602 18826 11469 17651 10757 13374
7013,18817 16632 11881 16642 2001 2907 9579 18656 11793 2197
7023,9237 13283 11481 674 1590 7464 19704 11693 16303 19796
7024,5201 13157 20329 12056 1574 15899 10503 14022 5267 14923
7028,17192 11074 1653 7936 4947 18845 11394 20634 6875 6876
7030,5865 4598 2809 11759 19863 17669 16293 15913 10377 55
7031,16642 1970 15826 17464 8682 13500 17742 15368 4460 42
7035,14608 425 9569 8659 9978 12284 772 15146 9320 1163
7040,8488 18240 678 16230 7065 20141 13418 15309 6522 1681
7045,19802 19250 2474 16587 406 16725 1914 9440 18349 11446
7046,13542 17888 11886 19674 1651 4032 20418 11084 17651 10757
7051,11498 16384 5413 14734 15477 9739 17097 13902 13002 12314
7054,14201 8082 9926 11380 9775 18253 5011 643 19526 5060
7062,4389 16471 6333 19704 11693 5725 7111 3460 8488 12414
7063,3890 11400 5925 16589 18773 18275 10503 14978 16067 6776
7080,15458 15726 17857 1163 9320 15146 5413 14734 2088 15477
7085,5389 20425 5483 15145 16820 16698 8464 15 746 4593
7092,14824 6169 12975 11204 5799 12639 7925 5606 648 5030
7097,3102 9598 18795 8599 1384 16852 10806 16580 1497 18848
7098,17651 10757 1907 499 17856 17064 2735 9829 8647 1740
7100,14033 14867 13862 10672 14149 6701 18275 8600 18995 5925
7103,13912 16532 5545 15740 4309 6092 920 4510 13029 16994
7104,11366 6357 20302 6797 18788 5969 4515 16030 11490 2439
7106,1012 20016 15247 11976 18981 1232 5781 20345 5815 5524
7112,12910 17888 6557 11518 10957 12975 4032 19596 3313 14824
7115,17192 20634 6851 6873 6874 6875 6876 6877 6878 6879
7124,18179 15591 7882 8978 19054 19735 10885 1987 11939 158
7126,12752 7443 6357 14346 2067 873 9705 10316 4393 9309
7127,8767 648 10191 9579 9303 19802 10230 15740 13990 13006
7137,1252 7649 14797 6103 2777 14175 9342 11001 19160 14738
7142,14508 11814 17795 17245 3025 8916 11724 1452 13036 13576
7143,10103 8907 10839 10966 19022 16899 4328 5122 3901 7100
7144,11520 6287 10984 14227 15929 3974 17363 11481 8499 13243
7153,16118 15096 3399 11881 13990 17826 13006 20216 2842 15713
7154,15557 11322 6879 6872 6873 6874 6875 6876 6877 6878
7158,12126 14757 162 5929 1852 1655 17958 13833 949 20165
7176,13824 8142 4422 11279 12897 4116 8436 17528 8580 19571
7178,9118 8383 6799 14688 702 7404 14007 4376 8968 9234
7185,13642 1655 10213 6169 2081 5572 134 11582 14608 12510
7186,10360 17982 11800 1290 9744 2166 16818 12934 17363 13243
7188,20634 6851 6873 6874 6875 6876 6877 6878 6879 6880
7190,11793 8651 2801 6925 3535 3893 8667 16944 1492 5455
7196,8600 13670 18940 16694 16227 8502 8932 5267 16384 10067
7207,16276 17778 9663 12815 20575 6223 15488 18540 12579 6906
